n,VecSize,sim,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,MSE
1,1,0,0.2858301158994436,28.084198012948036,11.018665041774511,0.8857001084834337,5.254024872556329,0.058862147852778435,1.3922991576039654e-30
1,1,1,0.3118300810456276,27.174787130206823,9.017584146931767,0.6903728935867548,5.532982060685754,0.05603511817753315,5.787124353004732e-31
1,1,2,0.6272790487855673,29.069001087918878,9.022420970723033,0.774941174313426,5.549796158447862,0.05673198029398918,1.3467091817198043e-31
1,1,3,0.32968795858323574,27.42244303226471,9.13131795823574,0.6984628271311522,5.630401195958257,0.07316889241337776,8.77304346313317e-32
1,1,4,0.28214207850396633,27.61814184486866,9.383342927321792,0.7596579380333424,5.100671201944351,0.05408679135143757,1.4797018490030628e-31
1,1,5,0.2806270495057106,27.53362199291587,8.99451901204884,0.7436848245561123,5.390420090407133,0.05135592073202133,8.848659460414967e-31
1,1,6,0.2787050325423479,27.2166240029037,8.89247003942728,0.7573920302093029,5.441747140139341,0.05520298145711422,1.4162640341714323e-30
1,1,7,0.305576017126441,27.4736441206187,9.204288944602013,0.7944169919937849,5.647002020850778,0.05304906517267227,3.22633280025851e-30
1,1,8,0.28005498461425304,27.091694995760918,9.209065930917859,0.7330579683184624,5.36998501047492,0.054958974942564964,4.014148191405628e-31
1,1,9,0.3125930670648813,27.57887216284871,9.192062076181173,0.7687308825552464,5.171813070774078,0.05338108167052269,1.1214683035351723e-30
1,1,10,0.2960099373012781,27.077644132077694,9.718290995806456,0.8777990005910397,6.064980989322066,0.056096818298101425,1.5367567564676602e-30
1,1,11,0.3093599807471037,26.88788389787078,8.960925042629242,0.6891039665788412,5.142337176948786,0.05369889549911022,7.878147222770605e-31
1,1,12,0.3548739477992058,28.323065023869276,9.19757504016161,0.6890620570629835,5.368191981688142,0.06049801595509052,5.390852398860403e-31
1,1,13,0.30490802600979805,27.82868198119104,9.140532929450274,0.7734468672424555,5.421487847343087,0.05537201650440693,2.4695627176207504e-30
1,1,14,0.28749206103384495,28.74334086664021,9.117668960243464,0.7567419670522213,5.110537866130471,0.05195220001041889,9.506351792051921e-32
1,1,15,0.34252903424203396,26.898652082309127,9.422251023352146,0.7625080179423094,5.3046089597046375,0.05725189112126827,2.716978817227594e-31
1,1,16,0.30422606505453587,27.028049109503627,9.66854696162045,0.6895370315760374,5.682467948645353,0.100764911621809,5.246709625096481e-31
1,1,17,0.33626798540353775,28.00299203954637,9.089173981919885,0.7296248804777861,5.391711136326194,0.056587858125567436,3.2005015129474317e-31
1,1,18,0.2758458722382784,26.717820903286338,9.45809786207974,0.6881391163915396,5.547390086576343,0.0541189219802618,1.6935981923763242e-31
1,1,19,0.29256800189614296,27.60623791255057,8.973750984296203,0.6913170218467712,5.136748077347875,0.055307988077402115,7.7416796911736045e-31
1,1,20,0.30752806924283504,27.201723074540496,9.147114818915725,0.6940511520951986,5.520939128473401,0.053960829973220825,9.46513747604265e-33
1,1,21,0.3201160579919815,27.431342052295804,9.665438206866384,0.7638339884579182,5.6547310668975115,0.055279117077589035,2.8627479811137525e-31
1,1,22,0.3150750417262316,27.642618864774704,9.590675123035908,0.710437074303627,5.589770153164864,0.05381484515964985,1.996300376416047e-31
1,1,23,0.2857998479157686,27.325165923684835,9.336217073723674,0.6949999369680882,5.393082974478602,0.06176205351948738,1.818204651676735e-32
1,1,24,0.2844789996743202,28.005291940644383,8.993909927085042,0.7350218947976828,5.7624520268291235,0.054753851145505905,3.4683049772473766e-30
1,1,25,0.2813860774040222,26.392834028229117,8.856300031766295,0.6908760406076908,5.233098054304719,0.05277292802929878,2.547703292783581e-31
1,1,26,0.2737028989940882,26.257315184921026,8.701943093910813,0.7315380498766899,5.105428863316774,0.04967791028320789,1.2921137365957305e-31
1,1,27,0.30337111093103886,25.713050039485097,8.56743915937841,0.7202220149338245,5.286260042339563,0.04874914884567261,1.1419083106282224e-32
1,1,28,0.27535506524145603,25.7789408788085,8.804942015558481,0.7252129726111889,4.993546055629849,0.05053193308413029,4.8860341423937223e-32
1,1,29,0.27658697217702866,25.88813495822251,8.647248847410083,0.7052170112729073,5.125982919707894,0.05299597978591919,5.6757475851101595e-31
1,1,30,0.3405648749321699,26.412211125716567,8.525600889697671,0.7118179928511381,5.245066015049815,0.06191502325236797,1.0986615155810667e-30
1,1,31,0.2731969580054283,25.225158082321286,8.57243686914444,0.6863521412014961,4.9837501719594,0.049099093303084373,5.7905874291956246e-30
1,1,32,0.26403600350022316,25.140014942735434,8.563417010009289,0.6812820211052895,5.066643003374338,0.05005998536944389,7.070226152582063e-32
1,1,33,0.26332796551287174,25.24676895700395,8.541845949366689,0.6828228943049908,5.0117140635848045,0.05175219848752022,5.140322710573493e-32
1,1,34,0.2612289972603321,25.1159081235528,8.576080901548266,0.7189030293375254,4.972690949216485,0.04884484224021435,1.3861605713481375e-31
1,1,35,0.27240882627665997,25.334438076242805,8.350665913894773,0.6832401268184185,4.954623989760876,0.04880689084529877,1.225944602693144e-30
1,1,36,0.2641689497977495,25.250639067962766,8.353985846042633,0.6809160113334656,4.958390956744552,0.0496360007673502,6.951039026563171e-32
1,1,37,0.26124087162315845,25.26115905493498,8.407824905589223,0.6807132158428431,5.0949829164892435,0.048558926209807396,2.111107716661302e-31
1,1,38,0.2639908343553543,25.511165848001838,8.39426415041089,0.6854969542473555,5.1122179720550776,0.04872702993452549,3.6478470149883474e-31
1,1,39,0.27124094776809216,25.396940065547824,8.369649993255734,0.6825330201536417,4.96091996319592,0.04928000271320343,1.1303572310603652e-29
1,1,40,0.2621118910610676,27.009962126612663,9.077553171664476,0.7828478701412678,5.2081928588449955,0.06563798524439335,1.3673586904176762e-30
1,1,41,0.3116629086434841,28.872652910649776,11.763663962483406,0.921191181987524,5.772395059466362,0.05621206946671009,1.046788601423005e-30
1,1,42,0.28170598670840263,27.193468995392323,9.150902973487973,0.7340081501752138,5.629264051094651,0.05641789175570011,3.1134694217464557e-30
1,1,43,0.3196860197931528,28.095581801608205,9.159727022051811,0.7626949809491634,5.677998065948486,0.054684001952409744,1.9500915227519745e-31
1,1,44,0.27939979918301105,27.342346962541342,9.079267038032413,0.6943829357624054,5.265813088044524,0.0558698084205389,1.8108216392966519e-31
1,1,45,0.30015106312930584,27.331659104675055,9.240511804819107,0.7568472065031528,5.608052015304565,0.05627097561955452,2.6027542902840476e-30
1,1,46,0.30912598595023155,27.12670899927616,9.142913157120347,0.6887838244438171,5.575366085395217,0.05234195850789547,8.141259475293166e-31
